"","name","zipcode","id","lat","lng","membership200","membership300","membership500"
"1619","Apex",27502,1619,35.72123,-78.90828,12,11,4
"1620","Arboretum",28226,1620,35.10767,-80.81837,12,11,1
"1621","Asheboro",27203,1621,35.73253,-79.78857,12,11,1
"1622","Asheboro Mall",27203,1622,35.73253,-79.78857,12,11,1
"1623","Battleground Plaza",27410,1623,36.11826,-79.89223,12,11,1
"1624","Belmont",28012,1624,35.21054,-81.04077,12,11,1
"1625","Bermuda Run",27006,1625,35.94352,-80.43673,12,11,1
"1626","Blakeney",28277,1626,35.05212,-80.81622,12,11,1
"1627","Boone",28607,1627,36.21547,-81.64427,12,11,1
"1628","Brevard Rd",28806,1628,35.57154,-82.61386,12,1,1
"1629","Brier Creek Parkway at Lumley Road",27617,1629,35.90723,-78.77221,12,11,4
"1630","Campbell University",27506,1630,35.40875,-78.73896,12,11,4
"1631","Cape Fear Valley Medical Center",28304,1631,35.02498,-78.99072,12,11,1
"1632","Capital Crossing",27604,1632,35.82011,-78.56369,12,11,4
"1633","Carolina Mall",28025,1633,35.38095,-80.52719,12,11,1
"1634","Carolina Pavilion",28273,1634,35.12624,-80.94469,12,11,1
"1635","Carolina Place",28134,1635,35.08364,-80.89125,12,11,1
"1636","Carolinas Medical Center",28203,1636,35.20832,-80.8577,12,11,1
"1637","Carraway Village",27516,1637,35.91239,-79.15156,12,11,4
"1638","Chapel Hill University Place",27514,1638,35.96776,-79.04406,12,11,4
"1639","Charlotte-Douglas International Airport",28208,1639,35.23153,-80.90611,12,11,1
"1640","Clemmons",27012,1640,36.00434,-80.37547,12,11,1
"1641","Cleveland Mall",28152,1641,35.24188,-81.59289,12,11,1
"1642","Cobb Corners",27804,1642,35.98958,-77.84778,12,11,4
"1643","College Downs",28213,1643,35.28459,-80.73339,12,11,1
"1644","Concord at the Village",28027,1644,35.40879,-80.67524,12,11,1
"1645","Concord Mills",28027,1645,35.40879,-80.67524,12,11,1
"1646","Concord Parkway",28025,1646,35.38095,-80.52719,12,11,1
"1647","Cornelius",28031,1647,35.47539,-80.89344,12,11,1
"1648","Cotswold",28211,1648,35.16816,-80.79604,12,11,1
"1649","Cox Rd",28054,1649,35.26128,-81.15072,12,11,1
"1650","Crabtree Valley Mall",27612,1650,35.85034,-78.70387,12,11,4
"1651","Crossroads Plaza Cary",27518,1651,35.72927,-78.7736,12,11,4
"1652","Davis Lake",28269,1652,35.33747,-80.8026,12,11,1
"1653","Denver (NC)",28037,1653,35.5064,-81.01712,12,11,1
"1654","Duke University Medical Center",27709,1654,35.91441,-78.86666,12,11,4
"1655","East Carolina University - Croatan",27858,1655,35.53229,-77.29709,12,11,4
"1656","East Woodlawn Road",28209,1656,35.17878,-80.85418,12,11,1
"1657","Eastchester",27265,1657,36.00947,-80.03272,12,11,1
"1658","Elizabeth City",27909,1658,36.29548,-76.28394,10,9,4
"1659","Elkin",28621,1659,36.30863,-80.83612,12,11,1
"1660","Elon University Commons",27215,1660,36.03055,-79.48729,12,11,4
"1661","Falls Village",27615,1661,35.89772,-78.636,12,11,4
"1662","Fayetteville State University",28301,1662,35.07442,-78.88376,12,11,4
"1663","Forest City [NC]",28043,1663,35.31301,-81.86971,12,11,1
"1664","Four Seasons Town Centre",27407,1664,36.01124,-79.87588,12,11,1
"1665","Franklin (NC)",28734,1665,35.1825,-83.42599,1,1,1
"1666","Friendly",27408,1666,36.10321,-79.81411,12,11,1
"1667","Fuquay Varina",27526,1667,35.54179,-78.8274,12,11,4
"1668","Gardner-Webb University",28017,1668,35.24708,-81.67059,12,11,1
"1669","Garner Towne Square",27529,1669,35.65048,-78.58167,12,11,4
"1670","Gate City",27407,1670,36.01124,-79.87588,12,11,1
"1671","Goldsboro",27534,1671,35.37153,-77.90646,12,11,4
"1672","Grandover Village",27407,1672,36.01124,-79.87588,12,11,1
"1673","Greenville Mall",27858,1673,35.53229,-77.29709,12,11,4
"1674","Guilford College",27410,1674,36.11826,-79.89223,12,11,1
"1675","Hanes Mall",27103,1675,36.05822,-80.32125,12,11,1
"1676","Hanes Mall Boulevard",27103,1676,36.05822,-80.32125,12,11,1
"1677","Harris Square (NC)",28075,1677,35.30192,-80.63929,12,11,1
"1678","Harrison Square",27513,1678,35.80269,-78.80159,12,11,4
"1679","Henderson",27536,1679,36.32645,-78.40754,12,11,4
"1680","Hendersonville",28792,1680,35.39289,-82.36786,12,1,1
"1681","Hendersonville South",28792,1681,35.39289,-82.36786,12,1,1
"1682","Heritage Village",27587,1682,35.98098,-78.54963,12,11,4
"1683","High Point",27265,1683,36.00947,-80.03272,12,11,1
"1684","High Point University",27268,1684,35.97139,-79.99471,12,11,1
"1685","Hillsborough Road",27705,1685,36.0259,-78.98046,12,11,4
"1686","Holly Springs",27540,1686,35.6103,-78.87332,12,11,4
"1687","Hope Mills",28348,1687,34.92691,-78.91313,12,11,1
"1688","Huffman Mill",27215,1688,36.03055,-79.48729,12,11,4
"1689","Independence Mall",28403,1689,34.22177,-77.87902,12,11,1
"1690","Indian Trail",28079,1690,35.1132,-80.60183,12,11,1
"1691","Jackson Court",28358,1691,34.60527,-78.94097,12,11,1
"1692","Jacksonville Mall",28546,1692,34.83461,-77.38818,12,11,4
"1693","Jacksonville Mall Drive-Thru Only",28546,1693,34.83461,-77.38818,12,11,4
"1694","Kernersville",27284,1694,36.11818,-80.07794,12,11,1
"1695","King [NC]",27021,1695,36.31859,-80.3386,12,11,1
"1696","Kinston",28504,1696,35.22755,-77.63566,12,11,4
"1697","Knightdale",27545,1697,35.78513,-78.48045,12,11,4
"1698","Lake Boone Trail",27607,1698,35.82145,-78.72697,12,11,4
"1699","Lake Norman",28078,1699,35.40545,-80.86633,12,11,1
"1700","Laurinburg [NC]",28352,1700,34.76762,-79.45321,12,11,1
"1701","Leland Town Center",28451,1701,34.2327,-78.11503,12,11,1
"1702","Lenoir Rhyne University",28601,1702,35.7729,-81.32704,12,11,1
"1703","Lenovo Center",27607,1703,35.82145,-78.72697,12,11,4
"1704","Lexington Parkway Plaza",27292,1704,35.73469,-80.20845,12,11,1
"1705","Lincolnton [NC]",28092,1705,35.48404,-81.25391,12,11,1
"1706","Market Street",28405,1706,34.26388,-77.86743,12,11,1
"1707","Matthews",28105,1707,35.11914,-80.71116,12,11,1
"1708","Mayfaire",28405,1708,34.26388,-77.86743,12,11,1
"1709","Mebane",27302,1709,36.13749,-79.2647,12,11,4
"1710","Merrimon Avenue",28801,1710,35.59441,-82.55785,12,1,1
"1711","Methodist University",28311,1711,35.17033,-78.88223,12,11,4
"1712","Midtown Corner",27609,1712,35.8437,-78.63282,12,11,4
"1713","Mint Hill",28227,1713,35.18851,-80.6507,12,11,1
"1714","Monkey Junction",28412,1714,34.13306,-77.9191,12,11,1
"1715","Monroe (NC)",28110,1715,35.06552,-80.52781,12,11,1
"1716","Monroe Crossing Mall",28110,1716,35.06552,-80.52781,12,11,1
"1717","Mooresville",28117,1717,35.57405,-80.89658,12,11,1
"1718","Morehead City",28557,1718,34.74064,-76.74566,12,11,4
"1719","Morganton",28655,1719,35.75578,-81.74212,12,11,1
"1720","Mount Airy",27030,1720,36.48836,-80.63013,12,11,1
"1721","Mountain Island",28216,1721,35.31039,-80.8883,12,11,1
"1722","NC A&T (NC Agricultural & Technical State Univ.)",27411,1722,36.07665,-79.77157,12,11,1
"1723","New Bern",28562,1723,35.08105,-77.12486,12,11,4
"1724","New Bern Ave",27610,1724,35.7435,-78.54644,12,11,4
"1725","North Carolina Central University",27707,1725,35.95463,-78.95451,12,11,4
"1726","North Carolina State University",27695,1726,35.78558,-78.679,12,11,4
"1727","North Hills In-Line (NC)",27609,1727,35.8437,-78.63282,12,11,4
"1728","Northlake Mall (NC)",28216,1728,35.31039,-80.8883,12,11,1
"1729","Northlake Parkway",28216,1729,35.31039,-80.8883,12,11,1
"1730","Oleander",28403,1730,34.22177,-77.87902,12,11,1
"1731","Parkside Town Commons",27519,1731,35.80815,-78.88711,12,11,4
"1732","Peace Haven",27106,1732,36.14255,-80.3228,12,11,1
"1733","Peakway",27502,1733,35.72123,-78.90828,12,11,4
"1734","Peters Creek",27127,1734,36.02028,-80.27847,12,11,1
"1735","Porters Neck Rd",28411,1735,34.3015,-77.79307,12,11,1
"1736","Prosperity Church Rd",28269,1736,35.33747,-80.8026,12,11,1
"1737","Raeford Road",28303,1737,35.0852,-78.95815,12,11,4
"1738","Ramsey Street",28311,1738,35.17033,-78.88223,12,11,4
"1739","Rand Village",27603,1739,35.66408,-78.66186,12,11,4
"1740","Renaissance Village",27713,1740,35.88401,-78.936,12,11,4
"1741","Research Triangle",27713,1741,35.88401,-78.936,12,11,4
"1742","Rivergate Parkway",28273,1742,35.12624,-80.94469,12,11,1
"1743","Roanoke Rapids",27870,1743,36.43053,-77.71828,12,11,4
"1744","Roberts Avenue",28358,1744,34.60527,-78.94097,12,11,1
"1745","Rockingham [NC]",28379,1745,34.93073,-79.78252,12,11,1
"1746","Rocky River Road",28215,1746,35.24854,-80.69571,12,11,1
"1747","Roxboro Road",27704,1747,36.04088,-78.83007,12,11,4
"1748","Sanford",27332,1748,35.37836,-79.13599,12,11,4
"1749","Shallotte [NC]",28470,1749,33.96415,-78.3987,12,11,1
"1750","Shelby",28152,1750,35.24188,-81.59289,12,11,1
"1751","Six Forks and Strickland Road",27615,1751,35.89772,-78.636,12,11,4
"1752","Skibo Square",28314,1752,35.0557,-79.01678,12,11,1
"1753","Smith Crossroads",28645,1753,35.97778,-81.54371,12,11,1
"1754","Smithfield",27577,1754,35.49166,-78.3446,12,11,4
"1755","South Asheville",28803,1755,35.52949,-82.52007,12,1,1
"1756","South End",28209,1756,35.17878,-80.85418,12,11,1
"1757","South Hickory",28602,1757,35.67574,-81.38459,12,11,1
"1758","South Point Township",28012,1758,35.21054,-81.04077,12,11,1
"1759","South Square",27707,1759,35.95463,-78.95451,12,11,4
"1760","Southern Pines",28315,1760,35.1122,-79.44452,12,11,1
"1761","Southpark (NC)",28211,1761,35.16816,-80.79604,12,11,1
"1762","Spectrum Center",28202,1762,35.22773,-80.8447,12,11,1
"1763","Stanleyville",27105,1763,36.16294,-80.23521,12,11,1
"1764","Statesville",28625,1764,35.86487,-80.88709,12,11,1
"1765","Stone Creek Village",27519,1765,35.80815,-78.88711,12,11,4
"1766","Stonecrest at Piper Glen",28277,1766,35.05212,-80.81622,12,11,1
"1767","Talbert Road",28117,1767,35.57405,-80.89658,12,11,1
"1768","The Streets at Southpoint",27713,1768,35.88401,-78.936,12,11,4
"1769","The Village at North Elm",27455,1769,36.18283,-79.80794,12,11,4
"1770","Thruway Shopping Center",27103,1770,36.05822,-80.32125,12,11,1
"1771","Towne Creek Commons",28144,1771,35.70645,-80.46341,12,11,1
"1772","Townridge Square",27612,1772,35.85034,-78.70387,12,11,4
"1773","Triangle Town Center",27616,1773,35.86735,-78.53792,12,11,4
"1774","Tunnel Road",28805,1774,35.61528,-82.47923,12,1,1
"1775","Union Cross",27284,1775,36.11818,-80.07794,12,11,1
"1776","University Commons",27834,1776,35.6571,-77.37981,12,11,4
"1777","University of NC - Pembroke",28372,1777,34.69991,-79.1786,12,11,1
"1778","University of NC-Chapel Hill (Lenoir Hall)",27599,1778,35.90394,-79.05234,12,11,4
"1779","University of NC-Charlotte",28223,1779,35.30824,-80.73282,12,11,1
"1780","University of NC-Greensboro (Elliott Center)",27412,1780,36.06903,-79.81062,12,11,1
"1781","University of NC-Wilmington",28403,1781,34.22177,-77.87902,12,11,1
"1782","University Place",28262,1782,35.32609,-80.74234,12,11,1
"1783","Valley Hills Mall",28602,1783,35.67574,-81.38459,12,11,1
"1784","Viewmont",28601,1784,35.7729,-81.32704,12,11,1
"1785","Village District",27605,1785,35.79046,-78.65452,12,11,4
"1786","Village District",27605,1786,35.79046,-78.65452,12,11,4
"1787","Wake Forest",27587,1787,35.98098,-78.54963,12,11,4
"1788","Wake Forest Baptist Medical Center",27127,1788,36.02028,-80.27847,12,11,1
"1789","Wake Forest University",27109,1789,36.13371,-80.27539,12,11,1
"1790","Waverly",28277,1790,35.05212,-80.81622,12,11,1
"1791","Waverly Place",27518,1791,35.72927,-78.7736,12,11,4
"1792","Waynesville",28786,1792,35.46272,-82.99294,12,1,1
"1793","Wendover",27407,1793,36.01124,-79.87588,12,11,1
"1794","Wendover Plaza",28211,1794,35.16816,-80.79604,12,11,1
"1795","Wesley Chapel Weddington",28104,1795,35.06017,-80.69666,12,11,1
"1796","West Asheville",28806,1796,35.57154,-82.61386,12,1,1
"1797","West Fayetteville",28304,1797,35.02498,-78.99072,12,11,1
"1798","Western Boulevard",28546,1798,34.83461,-77.38818,12,11,4
"1799","Western Carolina University",28723,1799,35.27776,-83.12195,1,1,1
"1800","White Oak Crossing",27529,1800,35.65048,-78.58167,12,11,4
"1801","Whitehall Commons Shopping Center",28273,1801,35.12624,-80.94469,12,11,1
"1802","Whitsett",27377,1802,36.03728,-79.60221,12,11,4
"1803","Wilkesboro",28697,1803,36.13666,-81.16317,12,11,1
"1804","Wilson",27893,1804,35.69351,-77.90458,12,11,4
"1805","Wingate University",28174,1805,34.96959,-80.4382,12,11,1
"1806","Winston Salem State University",27110,1806,36.08919,-80.225,12,11,1
"1807","Winterville",28590,1807,35.52046,-77.41651,12,11,4
"1808","Grand Forks",58201,1808,47.86938,-97.14013,22,13,7
"1809","Kirkwood Mall (ND)",58504,1809,46.7273,-100.6808,23,13,7
"1810","North Dakota State University",58105,1810,46.89586,-96.80363,22,13,7
"1811","University of North Dakota",58202,1811,47.92224,-97.07435,22,13,7
"1812","West Acres",58103,1812,46.85639,-96.82234,22,13,7
"1813","123rd & Dodge",68154,1813,41.26408,-96.11665,4,13,7
"1814","156th & Maple (NE)",68116,1814,41.29842,-96.16629,4,13,7
"1815","48th & O Street",68510,1815,40.80654,-96.64835,4,13,7
"1816","72nd & Sorensen",68134,1816,41.29776,-96.0503,4,13,7
"1817","76th & Dodge",68114,1817,41.26318,-96.05208,4,13,7
"1818","Bellevue",68123,1818,41.10108,-95.94774,4,13,7
"1819","Legacy Village",68130,1819,41.23394,-96.19613,4,13,7
"1820","Mutual of Omaha",68164,1820,41.29886,-96.10949,4,13,7
"1821","North Platte (NE)",69101,1821,41.1502,-100.80319,24,13,2
"1822","Papillion",68133,1822,41.11754,-96.00292,4,13,7
"1823","SouthPointe Pavilions",68512,1823,40.73746,-96.70567,4,13,7
"1824","University of Nebraska - Lincoln",68588,1824,40.82482,-96.69644,4,13,7
"1825","University of Nebraska at Kearney",68849,1825,40.70148,-99.10082,24,13,7
"1826","University of Nebraska Omaha",68182,1826,41.25775,-96.01072,4,13,7
"1827","Newington (NH)",3801,1827,43.07293,-70.8052,10,9,4
"1828","Pheasant Lane Mall",3060,1828,42.74135,-71.45936,10,9,4
"1829","Somerset Plaza",3063,1829,42.7795,-71.51939,10,9,4
"1830","Tuscan Village (NH)",3079,1830,42.79023,-71.22024,10,9,4
"1831","Audubon Crossings",8106,1831,39.89119,-75.07388,10,9,4
"1832","Barrington",8007,1832,39.86509,-75.05379,10,9,4
"1833","Berlin Cross Keys Road",8081,1833,39.73421,-74.97564,10,9,4
"1834","Berlin Township",8091,1834,39.80545,-74.92558,10,9,4
"1835","Brick Township",8723,1835,40.03896,-74.11091,10,9,4
"1836","Burlington Township",8016,1836,40.06926,-74.83198,10,9,4
"1837","Centerton Square",8054,1837,39.94835,-74.90472,10,9,4
"1838","Cherry Hill",8002,1838,39.93142,-75.02515,10,9,4
"1839","Cinnaminson",8077,1839,40.00193,-74.99515,10,9,4
"1840","Clara Barton Travel Plaza",8069,1840,39.70209,-75.4501,10,9,4
"1841","Connie Chung Travel Plaza",7003,1841,40.80976,-74.18683,10,9,4
"1842","Cumberland",8360,1842,39.49374,-75.00352,10,9,4
"1843","Delaware Gap Travel Plaza",7832,1843,40.94755,-75.06385,10,9,4
"1844","Delran",8075,1844,40.02937,-74.94999,10,9,4
"1845","Deptford",8096,1845,39.82921,-75.12871,10,9,4
"1846","Deptford Mall",8096,1846,39.82921,-75.12871,10,9,4
"1847","East Brunswick (NJ)",8816,1847,40.42943,-74.41602,10,9,4
"1848","East Gate Square",8054,1848,39.94835,-74.90472,10,9,4
"1849","Eatontown (NJ)",7724,1849,40.29801,-74.07517,10,9,4
"1850","Edison Towne Square",8817,1850,40.51559,-74.3939,10,9,4
"1851","Egg Harbor",8234,1851,39.38662,-74.62369,10,9,4
"1852","Englewood (NJ) In-Line",7631,1852,40.89161,-73.97368,10,9,4
"1853","Fire Road",8234,1853,39.38662,-74.62369,10,9,4
"1854","Flemington",8822,1854,40.52281,-74.86576,10,9,4
"1855","Freehold Raceway Mall",7728,1855,40.22522,-74.28447,10,9,4
"1856","Freehold Township Route 9 North",7728,1856,40.22522,-74.28447,10,9,4
"1857","Garden State Park",8002,1857,39.93142,-75.02515,10,9,4
"1858","Garden State Plaza",7652,1858,40.94553,-74.07122,10,9,4
"1859","Hackensack (NJ)",7601,1859,40.8891,-74.04614,10,9,4
"1860","Hamilton Marketplace",8691,1860,40.20953,-74.59919,10,9,4
"1861","Hanover Towne Center",7981,1861,40.82375,-74.42029,10,9,4
"1862","Hazlet",7730,1862,40.42611,-74.17422,10,9,4
"1863","Howell",7731,1863,40.15014,-74.20316,10,9,4
"1864","Landis Avenue",8360,1864,39.49374,-75.00352,10,9,4
"1865","Lawrenceville (NJ)",8648,1865,40.28488,-74.72201,10,9,4
"1866","Linden",7036,1866,40.62526,-74.23917,10,9,4
"1867","Manahawkin",8050,1867,39.70291,-74.24576,10,9,4
"1868","Mantua Square",8080,1868,39.75714,-75.11801,10,9,4
"1869","Marlkress",8003,1869,39.88334,-74.97191,10,9,4
"1870","Marlton",8053,1870,39.86051,-74.89469,10,9,4
"1871","Menlo Park Mall",8837,1871,40.51432,-74.34477,10,9,4
"1872","Molly Pitcher Travel Plaza",8512,1872,40.32166,-74.52586,10,9,4
"1873","Morris Plains",7950,1873,40.84569,-74.48271,10,9,4
"1874","Newport Centre",7310,1874,40.72893,-74.03391,10,9,4
"1875","North Bergen",7047,1875,40.79376,-74.02416,10,9,4
"1876","North Brunswick (NJ)",8902,1876,40.44236,-74.48579,10,9,4
"1877","Ocean Township",7755,1877,40.26351,-74.02344,10,9,4
"1878","Old Bridge",8857,1878,40.39188,-74.33059,10,9,4
"1879","Paramus",7652,1879,40.94553,-74.07122,10,9,4
"1880","Paramus Park Mall",7652,1880,40.94553,-74.07122,10,9,4
"1881","Parsippany",7054,1881,40.85527,-74.40239,10,9,4
"1882","Phillipsburg",8865,1882,40.7094,-75.15109,10,9,4
"1883","Ramsey (NJ)",7446,1883,41.05944,-74.14532,10,9,4
"1884","South Plainfield",7080,1884,40.57483,-74.41542,10,9,4
"1885","St. Georges Ave",7095,1885,40.55358,-74.28743,10,9,4
"1886","Stockton University",8205,1886,39.47455,-74.45698,10,9,4
"1887","Terrill Road",7069,1887,40.64249,-74.4396,10,9,4
"1888","Teterboro Landing",7608,1888,40.85297,-74.06045,10,9,4
"1889","Thomas Edison Travel Plaza",7095,1889,40.55358,-74.28743,10,9,4
"1890","Union Township",7083,1890,40.69443,-74.2692,10,9,4
"1891","Voorhees",8043,1891,39.84502,-74.95492,10,9,4
"1892","Washington Township at Greentree Rd",8012,1892,39.78409,-75.05586,10,9,4
"1893","Wayne Towne Center In-Line",7470,1893,40.94805,-74.24504,10,9,4
"1894","West Pond",7095,1894,40.55358,-74.28743,10,9,4
"1895","Woodbridge Center",7095,1895,40.55358,-74.28743,10,9,4
"1896","Central & Eubank",87123,1896,35.06206,-106.46991,25,8,2
"1897","Cerrillos Road",87505,1897,35.62307,-105.86891,25,8,2
"1898","Coors",87120,1898,35.14097,-106.76522,25,8,2
"1899","Cottonwood",87114,1899,35.19718,-106.68216,25,8,2
"1900","E. University Ave",88001,1900,32.29026,-106.75318,26,15,2
"1901","Gibson Boulevard",87106,1901,35.00818,-106.61185,25,8,2
"1902","Lohman Avenue",88001,1902,32.29026,-106.75318,26,15,2
"1903","Main Street & English Road",87402,1903,36.79174,-108.14831,27,8,2
"1904","Montgomery and San Mateo",87109,1904,35.15285,-106.57543,25,8,2
"1905","New Mexico State University Student Center",88003,1905,32.27868,-106.74566,26,15,2
"1906","Paseo Del Norte",87113,1906,35.19249,-106.5708,25,8,2
"1907","Rio Bravo & Coors",87121,1907,35.01031,-106.87816,25,8,2
"1908","University of New Mexico",87124,1908,35.27144,-106.79627,25,8,2
"1909","Unser & Southern",87124,1909,35.27144,-106.79627,25,8,2
"1910","Wyoming Boulevard",87112,1910,35.10093,-106.51622,25,8,2
"1911","Carson Valley",89703,1911,39.15359,-119.8486,6,6,2
"1912","Centennial Hills at 95 Plaza",89149,1912,36.2708,-115.29462,28,5,2
"1913","Charleston & Fort Apache In-Line DT",89117,1913,36.14267,-115.28001,28,5,2
"1914","Charleston & Sacramento",89104,1914,36.15118,-115.10932,28,5,2
"1915","Craig Road & Scott Robinson",89032,1915,36.22239,-115.17358,28,5,2
"1916","Eastern and Ione",89183,1916,35.99619,-115.15799,28,5,2
"1917","Flamingo & Paradise",89169,1917,36.12405,-115.14184,28,5,2
"1918","Flamingo & Valley View",89103,1918,36.11236,-115.21215,28,5,2
"1919","Golden Nugget Las Vegas Hotel",89101,1919,36.17279,-115.12234,28,5,2
"1920","Hwy 215 & Flamingo",89147,1920,36.11289,-115.27985,28,5,2
"1921","Lake Mead & Water",89015,1921,36.03887,-114.9282,28,5,2
"1922","Las Vegas Blvd & I-215",89119,1922,36.08452,-115.14606,28,5,2
"1923","Rainbow & Lake Mead",89108,1923,36.20508,-115.2237,28,5,2
"1924","Rome and 5th",89084,1924,36.29749,-115.1569,28,5,2
"1925","Sahara at I-15",89102,1925,36.1453,-115.18662,28,5,2
"1926","South McCarran and 580",89509,1926,39.49637,-119.8273,6,6,2
"1927","Sparks Blvd & I-80",89434,1927,39.54019,-119.53318,6,6,2
"1928","Stephanie at Warm Springs",89014,1928,36.06153,-115.0577,28,5,2
"1929","Strip at Harmon In-Line",89109,1929,36.12603,-115.16327,28,5,2
"1930","1536 3rd Avenue In-Line",10028,1930,40.77643,-73.95339,10,9,4
"1931","216 West 125th Street In-Line",10027,1931,40.81187,-73.95459,10,9,4
"1932","219 West 34th Street In-Line",10001,1932,40.75064,-73.99728,10,9,4
"1933","2276 Bartow Avenue In-Line",10475,1933,40.87528,-73.82702,10,9,4
"1934","22nd & 6th In-Line",10010,1934,40.73899,-73.98243,10,9,4
"1935","31 Smith Street In-Line",11201,1935,40.69477,-73.99031,10,9,4
"1936","31st & Park (NY) In-Line",10016,1936,40.74515,-73.97807,10,9,4
"1937","37th & 6th In-Line",10018,1937,40.75536,-73.99265,10,9,4
"1938","42nd & Madison In-Line",10017,1938,40.75235,-73.9726,10,9,4
"1939","43rd & 8th In-Line",10036,1939,40.75976,-73.99064,10,9,4
"1940","46th & 6th In-Line",10036,1940,40.75976,-73.99064,10,9,4
"1941","601 West 181st Street In-Line",10033,1941,40.84744,-73.93549,10,9,4
"1942","711 Lexington Avenue In-Line",10022,1942,40.75856,-73.96787,10,9,4
"1943","79th & 2nd In-Line",10075,1943,40.77342,-73.95642,10,9,4
"1944","918 8th Avenue In-Line",10019,1944,40.76586,-73.9853,10,9,4
"1945","98th & Columbus In-Line",10025,1945,40.79825,-73.96831,10,9,4
"1946","Albany International Airport",12211,1946,42.7083,-73.76393,10,9,4
"1947","Bridge Street & Erie Blvd.",13214,1947,43.03865,-76.0741,14,9,4
"1948","Central Avenue & Colvin Avenue (NY)",12205,1948,42.71719,-73.83006,10,9,4
"1949","Central Park Ave and Roxbury (NY)",10710,1949,40.96732,-73.84739,10,9,4
"1950","Cheektowaga",14225,1950,42.92879,-78.752,14,9,4
"1951","Cicero",13039,1951,43.16678,-76.0654,14,9,4
"1952","Clay (NY)",13090,1952,43.15162,-76.21344,14,9,4
"1953","Clifton Park Center (NY)",12065,1953,42.85402,-73.78654,10,9,4
"1954","Clinton Hill In-Line",11238,1954,40.67105,-73.96636,10,9,4
"1955","Commack",11725,1955,40.84056,-73.28085,10,9,4
"1956","East Fordham Road In-Line",10458,1956,40.86249,-73.88643,10,9,4
"1957","Eisenhower Park",11554,1957,40.71974,-73.56044,10,9,4
"1958","Expressway Plaza",11738,1958,40.83779,-73.03761,10,9,4
"1959","Farmingdale",11735,1959,40.73177,-73.43284,10,9,4
"1960","Five Towns",11422,1960,40.66053,-73.73658,10,9,4
"1961","Flatbush and Atlantic In-Line",11217,1961,40.68242,-73.97943,10,9,4
"1962","Fulton Street In-Line",10038,1962,40.70914,-74.00298,10,9,4
"1963","Gateway Center In-Line",11239,1963,40.64733,-73.87136,10,9,4
"1964","Greece",14626,1964,43.21348,-77.71272,14,9,4
"1965","Hamburg (NY)",14219,1965,42.78903,-78.82694,14,14,4
"1966","Henrietta",14623,1966,43.08798,-77.64314,14,9,4
"1967","Hicksville NY",11801,1967,40.76256,-73.52383,10,9,4
"1968","Huntington (NY)",11746,1968,40.81421,-73.3608,10,9,4
"1969","Irondequoit (NY)",14621,1969,43.18911,-77.60408,14,9,4
"1970","Jackson Heights 82nd Street In-Line",11373,1970,40.73892,-73.87854,10,9,4
"1971","Levittown",11756,1971,40.72545,-73.51656,10,9,4
"1972","Marble Hill",10463,1972,40.88841,-73.89905,10,9,4
"1973","Nanuet",10954,1973,41.09969,-74.01269,10,9,4
"1974","North Greenbush (NY)",12144,1974,42.63106,-73.71801,10,9,4
"1975","Northern Blvd. (NY)",11377,1975,40.74483,-73.90516,10,9,4
"1976","NY State Thruway -  Pattersonville Travel Plaza",12137,1976,42.85727,-74.12922,10,9,4
"1977","NY State Thruway - Angola Travel Plaza",14006,1977,42.63366,-79.02056,14,14,4
"1978","NY State Thruway - Ardsley Travel Plaza",10706,1978,40.99047,-73.86951,10,9,4
"1979","NY State Thruway - Chittenango Travel Plaza",13032,1979,43.07793,-75.76275,14,9,4
"1980","NY State Thruway - Clifton Springs Travel Plaza",14432,1980,42.95696,-77.14333,14,9,4
"1981","NY State Thruway - Iroquois Travel Plaza",13365,1981,43.09804,-74.84937,10,9,4
"1982","NY State Thruway - New Baltimore Travel Plaza",12124,1982,42.44652,-73.78494,10,9,4
"1983","NY State Thruway - Plattekill Travel Plaza",12589,1983,41.6278,-74.15875,10,9,4
"1984","NY State Thruway - Sloatsburg Travel Plaza",10974,1984,41.15826,-74.18993,10,9,4
"1985","NY State Thruway - Warners Travel Plaza",13164,1985,43.09377,-76.31626,14,9,4
"1986","Penn Station",10119,1986,40.75064,-73.99273,10,9,4
"1987","Plattsburgh",12901,1987,44.70842,-73.47465,29,9,4
"1988","Port Jefferson",11776,1988,40.91345,-73.04567,10,9,4
"1989","Queens Center Mall",11373,1989,40.73892,-73.87854,10,9,4
"1990","Roosevelt Field Mall",11530,1990,40.72716,-73.63654,10,9,4
"1991","Scarsdale (NY) In-Line",10583,1991,40.98916,-73.79443,10,9,4
"1992","Selden (NY)",11784,1992,40.86855,-73.0422,10,9,4
"1993","Smithtown",11787,1993,40.85338,-73.21089,10,9,4
"1994","Staten Island Mall",10314,1994,40.60086,-74.16306,10,9,4
"1995","Transit & Losson",14043,1995,42.90142,-78.70431,14,9,4
"1996","Watertown (NY)",13601,1996,43.96949,-75.90965,14,9,4
"1997","Westbury",11590,1997,40.75541,-73.57463,10,9,4
"1998","Airport Highway",43528,1998,41.62908,-83.74923,14,14,7
"1999","Anderson",45255,1999,39.05862,-84.32675,14,14,7
"2000","Austintown (OH)",44515,2000,41.1029,-80.76201,14,14,4
"2001","Beachwood Place Mall",44122,2001,41.4701,-81.51272,14,14,4
"2002","Beavercreek",45431,2002,39.76488,-84.08012,14,14,7
"2003","Belden Village Mall",44718,2003,40.85122,-81.44806,14,14,4
