"","name","zipcode","id","lat","lng","membership200","membership300","membership500"
"2004","Benchwood",45414,2004,39.84008,-84.21115,14,14,7
"2005","Blue Ash",45241,2005,39.27659,-84.40175,14,14,7
"2006","Boardman (OH)",44512,2006,41.0249,-80.66757,14,14,4
"2007","Bridgewater Falls",45011,2007,39.42892,-84.50173,14,14,7
"2008","Brunswick (OH)",44212,2008,41.24386,-81.82863,14,14,7
"2009","Cedarville University",45314,2009,39.74608,-83.77363,14,14,7
"2010","Central & McCord",43617,2010,41.66416,-83.72808,14,14,7
"2011","Chapel Hill",44221,2011,41.13898,-81.47624,14,14,4
"2012","Cleveland State University - Manus Food Court",44115,2012,41.49211,-81.66999,14,14,7
"2013","Cleveland-Hopkins International Airport",44135,2013,41.42472,-81.82135,14,14,7
"2014","Clintonville",43214,2014,40.0523,-83.01996,14,14,7
"2015","Colerain Commons",45251,2015,39.26789,-84.59422,14,14,7
"2016","Cornerstone",45440,2016,39.67498,-84.10001,14,14,7
"2017","Crocker Park (OH)",44145,2017,41.45245,-81.92944,14,14,7
"2018","Dayton Mall",45459,2018,39.64658,-84.16693,14,14,7
"2019","Deerfield Crossing",45040,2019,39.35023,-84.30996,14,14,7
"2020","Dressler Road",44720,2020,40.90112,-81.43259,14,14,4
"2021","Eastgate",45245,2021,39.06065,-84.27748,14,14,7
"2022","Easton Town Center",43219,2022,40.00774,-82.92233,14,14,7
"2023","Fairfield (OH)",45014,2023,39.32822,-84.5521,14,14,7
"2024","Findlay (OH)",45840,2024,41.02626,-83.64943,14,14,7
"2025","Finneytown (OH)",45231,2025,39.24617,-84.5383,14,14,7
"2026","Franklin Park Mall",43623,2026,41.70419,-83.65095,14,14,7
"2027","Grandview Yard",43212,2027,39.98763,-83.04215,14,14,7
"2028","Great American Ball Park",45202,2028,39.10885,-84.50243,14,14,7
"2029","Grove City",43123,2029,39.86801,-83.12088,14,14,7
"2030","Hamilton Quarter (OH)",43081,2030,40.11064,-82.89083,14,14,7
"2031","Harvard Park",44122,2031,41.4701,-81.51272,14,14,4
"2032","Howland",44484,2032,41.2348,-80.74962,14,14,4
"2033","Huber Heights (OH)",45424,2033,39.84695,-84.11032,14,14,7
"2034","Kenwood (OH)",45236,2034,39.20949,-84.39701,14,14,7
"2035","Kenwood Towne Centre",45236,2035,39.20949,-84.39701,14,14,7
"2036","Kettering",45429,2036,39.68411,-84.16248,14,14,7
"2037","Lewis Center (OH)",43035,2037,40.18622,-82.9969,14,14,7
"2038","Liberty Way",45069,2038,39.34213,-84.4105,14,14,7
"2039","Lorain & Amherst (OH)",44053,2039,41.42694,-82.22138,14,14,7
"2040","Macedonia",44067,2040,41.31386,-81.5476,14,14,4
"2041","Mall at Fairfield Commons",45431,2041,39.76488,-84.08012,14,14,7
"2042","Market at East Broad",43213,2042,39.97117,-82.86746,14,14,7
"2043","Market of Hilliard",43026,2043,40.02197,-83.18472,14,14,7
"2044","Massillon (OH)",44646,2044,40.81055,-81.49835,14,14,4
"2045","Maumee (OH)",43537,2045,41.57433,-83.68542,14,14,7
"2046","Mayfield Heights (OH)",44124,2046,41.49999,-81.46774,14,14,4
"2047","Medina (OH)",44256,2047,41.14092,-81.85954,14,14,7
"2048","Mentor",44060,2048,41.67742,-81.32806,14,14,4
"2049","Milford Miami Township",45150,2049,39.16567,-84.23281,14,14,7
"2050","Montrose",44333,2050,41.16195,-81.63419,14,14,4
"2051","North Olmsted",44070,2051,41.41493,-81.91905,14,14,7
"2052","Oakley Station",45209,2052,39.15336,-84.42762,14,14,7
"2053","Parma (OH)",44129,2053,41.39035,-81.73536,14,14,7
"2054","Perrysburg Plaza",43551,2054,41.52095,-83.57503,14,14,7
"2055","Polaris Fashion Place Mall",43240,2055,40.14501,-82.98209,14,14,7
"2056","Polaris Parkway (OH)",43240,2056,40.14501,-82.98209,14,14,7
"2057","Reynoldsburg (OH)",43068,2057,39.95667,-82.78468,14,14,7
"2058","Rocky River",44116,2058,41.47011,-81.85194,14,14,7
"2059","Sandusky (OH)",44870,2059,41.40623,-82.7171,14,14,7
"2060","Sawmill Road",43017,2060,40.1189,-83.13314,14,14,7
"2061","Secor Road",43606,2061,41.67178,-83.61085,14,14,7
"2062","Solon (OH)",44139,2062,41.38325,-81.44439,14,14,4
"2063","Springdale",45246,2063,39.2906,-84.46612,14,14,7
"2064","Springfield (OH)",45504,2064,39.94811,-83.86481,14,14,7
"2065","St. Clairsville",43950,2065,40.09164,-80.92193,14,14,4
"2066","Strongsville",44136,2066,41.31265,-81.81064,14,14,7
"2067","Talmadge & Sylvania",43623,2067,41.70419,-83.65095,14,14,7
"2068","The OSU In-Line",43201,2068,39.99114,-83.00056,14,14,7
"2069","Tiffany Square Plaza",44514,2069,40.99838,-80.60868,14,14,4
"2070","Troy In-Line DT",45373,2070,40.03353,-84.19588,14,14,7
"2071","Tuttle Crossing (OH)",43017,2071,40.1189,-83.13314,14,14,7
"2072","Tuttle Crossing Mall",43016,2072,40.09732,-83.15535,14,14,7
"2073","University of Akron-Student Center",44325,2073,41.07605,-81.51221,14,14,4
"2074","University of Cincinnati",45220,2074,39.14736,-84.52101,14,14,7
"2075","University of Toledo",43606,2075,41.67178,-83.61085,14,14,7
"2076","Voice of America",45069,2076,39.34213,-84.4105,14,14,7
"2077","Washington Township",45459,2077,39.64658,-84.16693,14,14,7
"2078","Western Hills",45211,2078,39.15746,-84.59888,14,14,7
"2079","Westerville (OH)",43082,2079,40.15537,-82.88437,14,14,7
"2080","Willoughby Commons",44094,2080,41.60985,-81.3791,14,14,4
"2081","Youngstown State University",44555,2081,41.10726,-80.64875,14,14,4
"2082","12th Avenue",73071,2082,35.23728,-97.4131,4,4,3
"2083","13th & Utica",74108,2083,36.14723,-95.79154,4,4,3
"2084","15th & Sooner",73110,2084,35.44808,-97.3945,4,4,3
"2085","240 & Western",73139,2085,35.38457,-97.52572,4,4,3
"2086","29th & Town Center",73110,2086,35.44808,-97.3945,4,4,3
"2087","2nd & Bryant",73034,2087,35.69877,-97.42665,4,4,3
"2088","33rd & Broadway",73013,2088,35.62149,-97.49614,4,4,3
"2089","Ada",74820,2089,34.80691,-96.71348,4,4,3
"2090","Altus [OK]",73521,2090,34.63547,-99.31538,4,4,3
"2091","Ardmore",73401,2091,34.21045,-97.11434,17,4,3
"2092","Bartlesville",74006,2092,36.71507,-95.89391,4,4,3
"2093","Bixby Central",74008,2093,35.92614,-95.87575,4,4,3
"2094","Bixby North",74133,2094,36.04113,-95.87955,4,4,3
"2095","Broken Arrow",74012,2095,36.05381,-95.80509,4,4,3
"2096","Cache Road",73505,2096,34.5718,-98.4834,4,4,3
"2097","Chickasha [OK]",73018,2097,35.0484,-97.93839,4,4,3
"2098","Claremore",74017,2098,36.39359,-95.57986,4,4,3
"2099","Classen Point",73118,2099,35.51788,-97.53007,4,4,3
"2100","Creek Turnpike & Aspen Ave",74011,2100,35.98154,-95.81007,4,4,3
"2101","Deer Creek",73012,2101,35.66815,-97.59315,4,4,3
"2102","Eastside Market",74133,2102,36.04113,-95.87955,4,4,3
"2103","Enid",73703,2103,36.44022,-97.9634,4,4,3
"2104","Glenpool",74033,2104,35.94711,-96.00636,4,4,3
"2105","I-35 at 15th",73034,2105,35.69877,-97.42665,4,4,3
"2106","I-40 & MacArthur",73128,2106,35.44899,-97.64595,4,4,3
"2107","Lawton West",73505,2107,34.5718,-98.4834,4,4,3
"2108","May and 63rd",73112,2108,35.51823,-97.5745,4,4,3
"2109","McAlester [OK]",74501,2109,34.98501,-95.78597,4,4,3
"2110","Moore",73160,2110,35.33574,-97.47651,4,4,3
"2111","Muskogee",74401,2111,35.72304,-95.45431,4,4,3
"2112","Mustang",73064,2112,35.37377,-97.75275,4,4,3
"2113","Norman",73069,2113,35.25028,-97.4633,4,4,3
"2114","Northeastern State University",74464,2114,35.94419,-94.97365,4,4,3
"2115","Oklahoma Baptist University",74804,2115,35.39358,-96.92399,4,4,3
"2116","Oklahoma Christian University",73013,2116,35.62149,-97.49614,4,4,3
"2117","Oklahoma State University",74078,2117,36.12528,-97.07969,4,4,3
"2118","Oral Roberts University",74171,2118,36.05064,-95.95253,4,4,3
"2119","Owasso Market",74055,2119,36.27735,-95.81998,4,4,3
"2120","Penn Square Mall",73118,2120,35.51788,-97.53007,4,4,3
"2121","Quail Springs",73134,2121,35.6151,-97.56935,4,4,3
"2122","Quail Springs Mall",73134,2122,35.6151,-97.56935,4,4,3
"2123","Rockwell North",73142,2123,35.60937,-97.63895,4,4,3
"2124","Rockwell South",73132,2124,35.54984,-97.64074,4,4,3
"2125","Sand Springs",74063,2125,36.15201,-96.19206,4,4,3
"2126","Shawnee",74804,2126,35.39358,-96.92399,4,4,3
"2127","Sooner Mall",73072,2127,35.21106,-97.50518,4,4,3
"2128","Southern Nazarene University - Webster Commons",73008,2128,35.51383,-97.64536,4,4,3
"2129","Southroads Shopping Center",74135,2129,36.09725,-95.92315,4,4,3
"2130","SSM Health St. Anthony Hospital",73102,2130,35.47065,-97.5191,4,4,3
"2131","Stillwater",74075,2131,36.17151,-97.0774,4,4,3
"2132","Tahlequah [OK]",74464,2132,35.94419,-94.97365,4,4,3
"2133","Tulsa Hills",74132,2133,36.04869,-96.01315,4,4,3
"2134","University of Central Oklahoma",73034,2134,35.69877,-97.42665,4,4,3
"2135","University of Oklahoma",73019,2135,35.20681,-97.44213,4,4,3
"2136","University of Oklahoma Couch Building",73019,2136,35.20681,-97.44213,4,4,3
"2137","University of Oklahoma Health Science Center",73117,2137,35.47474,-97.45961,4,4,3
"2138","University of Tulsa",74104,2138,36.14627,-95.9542,4,4,3
"2139","Woodland Hills Mall",74133,2139,36.04113,-95.87955,4,4,3
"2140","Yukon",73099,2140,35.52583,-97.76343,4,4,3
"2141","Cedar Hills Blvd",97005,2141,45.49144,-122.80397,7,6,2
"2142","Clackamas Promenade",97015,2142,45.41477,-122.53767,7,6,2
"2143","Crater Lake & Pacific Hwy",97501,2143,42.2856,-122.89459,7,6,2
"2144","Gateway & Randy Pape Beltline",97477,2144,44.05861,-123.01126,7,6,2
"2145","Gresham Village",97080,2145,45.47848,-122.39001,7,6,2
"2146","Hwy 97 & Robal Road",97701,2146,44.00065,-121.03289,7,6,2
"2147","Hwy 99 & Garfield",97501,2147,42.2856,-122.89459,7,6,2
"2148","I-5 & Chemawa Rd.",97303,2148,45.03036,-123.02449,7,6,2
"2149","I-5 at Woodburn",97071,2149,45.13588,-122.82344,7,6,2
"2150","Kuebler Gateway",97306,2150,44.84585,-123.07972,7,6,2
"2151","Lake Oswego",97035,2151,45.41291,-122.72616,7,6,2
"2152","Raleigh Hills",97005,2152,45.49144,-122.80397,7,6,2
"2153","Tanasbourne",97006,2153,45.52598,-122.85591,7,6,2
"2154","Tualatin Valley Hwy & 67th Ave.",97123,2154,45.44353,-122.98048,7,6,2
"2155","12th Street",16505,2155,42.11789,-80.14304,14,14,4
"2156","4040 City Ave In-Line",19131,2156,39.98865,-75.21835,10,9,4
"2157","5th Street Hwy",19560,2157,40.40053,-75.88993,10,9,4
"2158","Adams Plaza In-Line",19124,2158,40.01728,-75.09387,10,9,4
"2159","Altoona",16601,2159,40.55338,-78.37283,10,9,4
"2160","Aramingo",19137,2160,39.99455,-75.074,10,9,4
"2161","Bartonsville",18360,2161,40.97254,-75.28562,10,9,4
"2162","Beaver Valley Mall",15061,2162,40.66013,-80.31082,14,14,4
"2163","Bensalem",19020,2163,40.10453,-74.93853,10,9,4
"2164","Bloomsburg University",17815,2164,41.02216,-76.43061,10,9,4
"2165","Broadcasting Square",19610,2165,40.34015,-75.97612,10,9,4
"2166","Brookhaven",19015,2166,39.86811,-75.39164,10,9,4
"2167","Carlisle",17013,2167,40.241,-77.19286,10,9,4
"2168","Cedarbrook Plaza (PA)",19095,2168,40.08588,-75.15137,10,9,4
"2169","Chambersburg",17201,2169,39.96229,-77.65677,10,9,4
"2170","Cheltenham",19095,2170,40.08588,-75.15137,10,9,4
"2171","Collier Township (PA)",15017,2171,40.34348,-80.12865,14,9,4
"2172","Columbus Commons",19148,2172,39.91175,-75.1514,10,9,4
"2173","Concord Township",19342,2173,39.90458,-75.50243,10,9,4
"2174","Cranberry",16066,2174,40.71114,-80.10606,14,9,4
"2175","Dickson City",18519,2175,41.46207,-75.63062,10,9,4
"2176","Downingtown",19335,2176,40.02271,-75.72045,10,9,4
"2177","Drexel University",19104,2177,39.95891,-75.19836,10,9,4
"2178","Duquesne University",15282,2178,40.43602,-79.99042,14,9,4
"2179","East Norriton",19401,2179,40.13042,-75.33143,10,9,4
"2180","East York",17402,2180,39.95799,-76.66045,10,9,4
"2181","Eastgate Plaza",15601,2181,40.31397,-79.53643,14,9,4
"2182","Erie",16509,2182,42.05861,-80.04419,14,14,4
"2183","Exeter",19606,2183,40.3357,-75.85755,10,9,4
"2184","Exton Square",19341,2184,40.04213,-75.63814,10,9,4
"2185","Fox Chapel",15238,2185,40.53405,-79.88115,14,9,4
"2186","Fruitville Pike",17601,2186,40.07296,-76.31457,10,9,4
"2187","Gannon University",16511,2187,42.16529,-79.99667,14,14,4
"2188","Gateway at Sanatoga",19464,2188,40.25882,-75.616,10,9,4
"2189","Greengate Centre",15601,2189,40.31397,-79.53643,14,9,4
"2190","Grove City College",16127,2190,41.17433,-80.07002,14,14,4
"2191","Hanover",17331,2191,39.79085,-76.98028,10,9,4
"2192","Happy Valley",16803,2192,40.80849,-77.89449,10,9,4
"2193","Hersheypark",17033,2193,40.26829,-76.62754,10,9,4
"2194","HersheyPark Food Truck",17033,2194,40.26829,-76.62754,10,9,4
"2195","Horsham",19044,2195,40.18901,-75.15253,10,9,4
"2196","Indiana University of Pennsylvania",15701,2196,40.62935,-79.15056,14,9,4
"2197","Jonestown Road",17112,2197,40.37497,-76.77163,10,9,4
"2198","King of Prussia",19406,2198,40.09467,-75.38402,10,9,4
"2199","King of Prussia Mall",19406,2199,40.09467,-75.38402,10,9,4
"2200","King's College - King's on the Square",18701,2200,41.2433,-75.88523,10,9,4
"2201","Kutztown University",19530,2201,40.54012,-75.77675,10,9,4
"2202","Langhorne",19047,2202,40.18207,-74.91062,10,9,4
"2203","Lansdale",19446,2203,40.23068,-75.30369,10,9,4
"2204","Lebanon Plaza",17042,2204,40.29488,-76.42271,10,9,4
"2205","Lehigh Valley Mall",18052,2205,40.65668,-75.50443,10,9,4
"2206","Lima",19063,2206,39.92248,-75.41419,10,9,4
"2207","Lincoln Highway East",17602,2207,40.01486,-76.24632,10,9,4
"2208","Lincoln University - Wellness Center",19352,2208,39.78036,-75.89054,10,9,4
"2209","Lindle Road",17111,2209,40.27041,-76.78265,10,9,4
"2210","Lionville",19341,2210,40.04213,-75.63814,10,9,4
"2211","Lock Haven University",17745,2211,41.28589,-77.48097,10,9,4
"2212","Loucks Road",17404,2212,40.00496,-76.77217,10,9,4
"2213","Lower Allen",17011,2213,40.23508,-76.92931,10,9,4
"2214","Lower Nazareth",18045,2214,40.6919,-75.27494,10,9,4
"2215","Malvern",19355,2215,40.0466,-75.5302,10,9,4
"2216","McKnight Road",15237,2216,40.54834,-80.04682,14,9,4
"2217","Mechanicsburg",17050,2217,40.24907,-77.03005,10,9,4
"2218","Miracle Mile",15146,2218,40.4264,-79.76005,14,9,4
"2219","Misericordia University",18612,2219,41.35025,-75.98207,10,9,4
"2220","Montgomeryville",18936,2220,40.22993,-75.23154,10,9,4
"2221","Moon Township",15108,2221,40.50006,-80.20031,14,9,4
"2222","Neshaminy",19053,2222,40.15475,-74.97918,10,9,4
"2223","Newtown",18940,2223,40.26349,-74.9483,10,9,4
"2224","Northeast Tower",19124,2224,40.01728,-75.09387,10,9,4
"2225","Oxford Valley Road",19047,2225,40.18207,-74.91062,10,9,4
"2226","PennWest California",15419,2226,40.05861,-79.89408,14,9,4
"2227","Penrose (Platt Bridge)",19145,2227,39.91469,-75.19194,10,9,4
"2228","Philadelphia International Airport - B/C Connector",19153,2228,39.88391,-75.2343,10,9,4
"2229","Philadelphia International Airport - Concourse E",19153,2229,39.88391,-75.2343,10,9,4
"2230","Pittsburgh International Airport",15229,2230,40.51995,-80.03866,14,9,4
"2231","Pleasant Hills",15236,2231,40.34756,-79.97652,14,9,4
"2232","Plymouth Meeting Mall",19462,2232,40.11542,-75.28453,10,9,4
"2233","Quakertown",18951,2233,40.45294,-75.33833,10,9,4
"2234","Ridley",19033,2234,39.89077,-75.32892,10,9,4
"2235","Robinson at North Fayette",15275,2235,40.45246,-80.18405,14,9,4
"2236","Royersford",19468,2236,40.20776,-75.53137,10,9,4
"2237","Shepherdstown Crossing",17055,2237,40.17756,-76.99789,10,9,4
"2238","Shippensburg University",17257,2238,40.0508,-77.49027,10,9,4
"2239","Shrewsbury",17361,2239,39.76617,-76.67702,10,9,4
"2240","Somerton (PA)",19116,2240,40.11655,-75.01399,10,9,4
"2241","South Hills",15241,2241,40.33293,-80.08291,14,9,4
"2242","Springfield Park",19064,2242,39.93214,-75.33873,10,9,4
"2243","Temple University",19122,2243,39.97767,-75.14571,10,9,4
"2244","Temple University - Morgan Hall",19122,2244,39.97767,-75.14571,10,9,4
"2245","The Mall at Robinson",15205,2245,40.4381,-80.10552,14,9,4
"2246","The Waterfront",15120,2246,40.39597,-79.90689,14,9,4
"2247","Trexlertown",18106,2247,40.57472,-75.59542,10,9,4
"2248","Trooper Road",19403,2248,40.14898,-75.38034,10,9,4
"2249","Uniontown",15401,2249,39.89914,-79.74965,14,9,4
"2250","University of Pittsburgh",15213,2250,40.44293,-79.95345,14,9,4
"2251","University of Scranton",18510,2251,41.40735,-75.64376,10,9,4
"2252","Warminster",18974,2252,40.21675,-75.07321,10,9,4
"2253","Warrington Crossing",18976,2253,40.24676,-75.14321,10,9,4
"2254","Washington (PA)",15301,2254,40.16411,-80.25304,14,9,4
"2255","Wayne Square In-Line",19087,2255,40.06172,-75.40004,10,9,4
"2256","Waynesburg University",15370,2256,39.8734,-80.17991,14,9,4
"2257","West Chester (PA)",19380,2257,39.98594,-75.60358,10,9,4
"2258","West Chester University",19383,2258,39.94303,-75.60155,10,9,4
"2259","Westmoreland Mall",15601,2259,40.31397,-79.53643,14,9,4
"2260","Wexford",15090,2260,40.62587,-80.06766,14,9,4
"2261","Whitehall",18052,2261,40.65668,-75.50443,10,9,4
"2262","Whitman Square",19114,2262,40.06743,-75.00361,10,9,4
"2263","Wilkes Barre Township",18702,2263,41.21406,-75.76925,10,9,4
"2264","Williamsport",17701,2264,41.34206,-76.88821,10,9,4
"2265","Willow Grove Park",19090,2265,40.1484,-75.12378,10,9,4
"2266","Bald Hill Road",2886,2266,41.70493,-71.45892,10,9,4
"2267","Providence Delivery",2908,2267,41.83877,-71.43926,10,9,4
"2268","Aiken",29803,2268,33.45889,-81.70076,12,1,1
"2269","Anderson Pavilion",29621,2269,34.50598,-82.60328,1,1,1
"2270","Anderson University-New Student Center",29621,2270,34.50598,-82.60328,1,1,1
"2271","Ashley Crossing",29414,2271,32.84479,-80.10756,12,11,1
"2272","Ballentine",29063,2272,34.13948,-81.20457,12,11,1
"2273","Baxter Village",29708,2273,35.04655,-80.98604,12,11,1
"2274","Beaufort",29906,2274,32.44521,-80.75159,12,11,1
"2275","Bluffton",29910,2275,32.2204,-80.88277,12,11,1
"2276","Bob Jones University",29614,2276,34.87386,-82.36302,12,1,1
"2277","Boiling Springs",29316,2277,35.04179,-81.9766,12,1,1
"2278","Bush River Road",29210,2278,34.04764,-81.10697,12,11,1
"2279","Camden",29020,2279,34.31036,-80.59334,12,11,1
"2280","Cane Bay",29486,2280,33.10744,-80.1458,12,11,1
"2281","Carolina Forest",29579,2281,33.76052,-78.91463,12,11,1
"2282","Carowinds",29708,2282,35.04655,-80.98604,12,11,1
"2283","Centre Pointe",29418,2283,32.88896,-80.0644,12,11,1
"2284","Charleston International Airport - Main Terminal",29418,2284,32.88896,-80.0644,12,11,1
"2285","Charleston Southern University",29406,2285,32.93417,-80.03083,12,11,1
"2286","Cherry Road",29732,2286,34.96979,-81.07963,12,11,1
"2287","Cherrydale Point",29609,2287,34.91209,-82.38928,12,1,1
"2288","Church Street",29526,2288,33.86696,-78.9718,12,11,1
"2289","Citadel Mall",29407,2289,32.79912,-79.99872,12,11,1
"2290","Clemson",29631,2290,34.68133,-82.81716,1,1,1
"2291","Clemson University",29631,2291,34.68133,-82.81716,1,1,1
"2292","Clemson University - Hendrix Student Center",29634,2292,34.67517,-82.83978,1,1,1
"2293","Coastal Carolina University",29527,2293,33.78271,-79.14715,12,11,1
"2294","Coastal Grand",29577,2294,33.69711,-78.90495,12,11,1
"2295","College of Charleston - Berry Hall",29401,2295,32.77868,-79.9354,12,11,1
"2296","Columbiana Centre",29212,2296,34.0777,-81.2022,12,11,1
"2297","Dave Lyle Boulevard",29730,2297,34.8878,-81.02116,12,11,1
"2298","Dorchester Road",29420,2298,32.93202,-80.09938,12,11,1
"2299","Duncan",29334,2299,34.90372,-82.12526,12,1,1
"2300","Easley",29640,2300,34.88706,-82.57725,12,1,1
"2301","Edgefield Road",29860,2301,33.60667,-81.97776,12,1,1
"2302","Five Points",29205,2302,33.99001,-80.99661,12,11,1
"2303","Forest Drive",29206,2303,34.02848,-80.95828,12,11,1
"2304","Furman University-Student Center",29613,2304,34.9257,-82.4384,12,1,1
"2305","Gaffney",29341,2305,35.1184,-81.71321,12,11,1
"2306","Garners Ferry Road",29209,2306,33.92442,-80.95284,12,11,1
"2307","Goose Creek",29445,2307,32.9976,-79.98757,12,11,1
"2308","Greenville Memorial Hospital",29605,2308,34.77693,-82.38064,12,1,1
"2309","Greenville-Spartanburg International Airport",29651,2309,34.94653,-82.22649,12,1,1
"2310","Greenwood (SC)",29649,2310,34.24354,-82.13825,12,1,1
"2311","Greenwood Drive-Thru Only",29649,2311,34.24354,-82.13825,12,1,1
"2312","Greer",29650,2312,34.89805,-82.25826,12,1,1
"2313","Harbison Blvd.",29212,2313,34.0777,-81.2022,12,11,1
"2314","Haywood Mall (Inside)",29607,2314,34.80952,-82.33193,12,1,1
"2315","Haywood Road",29607,2315,34.80952,-82.33193,12,1,1
"2316","Hillcrest Shopping Center",29307,2316,34.98381,-81.83146,12,11,1
"2317","Indian Land",29707,2317,34.98148,-80.85669,12,11,1
"2318","Irby Street",29505,2318,34.12348,-79.68974,12,11,1
"2319","James Island",29412,2319,32.70979,-79.95115,12,11,1
"2320","Killian Crossing",29203,2320,34.10198,-81.04009,12,11,1
"2321","Ladson Road",29456,2321,32.98433,-80.11206,12,11,1
"2322","Lancaster",29720,2322,34.74265,-80.73684,12,11,1
"2323","Lander University",29649,2323,34.24354,-82.13825,12,1,1
